TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.apache.openjpa.jdbc.identifier.DBIdentifierUtilImpl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7619033588016697,1233,890
